geneid	genename	nns1	nns2	nns3	amp	gain	hetloss	hmdel	ovexpr	unexpr	meth	ncnv	nexpr	nmeth	sonc	ssup	score
65110	UPF3A	0	0	6	3	27	72	0	21	8	0	528	532	319	2.25777511962	0.751879699248	1.17490179702
65117	RSRC2	0	0	6	0	121	6	0	19	12	0	528	532	319	1.78571428571	1.12781954887	0.662965012722
65121	PRAMEF1	0	0	5	0	7	99	1	26	2	0	528	532	319	2.44360902256	0.282666894509	1.28901347241
65122	PRAMEF2	0	0	4	0	7	99	1	7	6	0	528	532	319	0.657894736842	0.658606744133	0.0
65123	INTS3	0	0	6	2	62	33	0	28	0	4	528	532	319	2.82097288676	0.0	1.4961927998
65124	SOWAHC	0	0	1	0	75	14	0	28	1	51	528	532	319	2.63157894737	0.093984962406	1.39592867633
65125	WNK1	0	0	12	2	121	6	0	30	2	307	528	532	319	3.00894281157	0.187969924812	1.58925668685
65217	PCDH15	0	0	49	1	13	83	1	9	2	0	528	532	319	0.940561631351	0.282666894509	0.0
65220	NADK	1	1	4	0	9	100	0	18	9	306	528	532	319	1.69172932331	5.84586466165	-1.7889176738
65243	ZFP69B	0	0	2	1	16	77	0	19	5	0	528	532	319	1.88041125541	0.46992481203	0.911048221082
65244	SPATS2	0	0	5	0	120	5	0	33	8	0	528	532	319	3.1015037594	0.751879699248	1.63296787363
65245	PSORS7	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
65249	ZSWIM4	0	0	3	0	48	12	0	22	0	131	528	532	319	2.06766917293	0.0	1.04800537291
65250	C5orf42	0	0	21	1	170	5	0	28	0	74	528	532	319	2.72627591707	0.0	1.44693157977
65251	ZNF649	0	0	0	0	57	5	1	12	2	0	528	532	319	1.12781954887	0.282666894509	0.173536254995
65258	MPPE1	0	0	2	1	25	91	0	13	3	0	528	532	319	1.31650148098	0.281954887218	0.396709144319
65260	COA7	0	0	2	1	16	72	0	20	4	0	528	532	319	1.97439621782	0.375939849624	0.981411535955
65263	PYCRL	0	0	0	4	74	50	0	34	2	0	528	532	319	3.57427660059	0.187969924812	1.83765128375
65264	UBE2Z	0	0	0	1	33	29	0	25	10	30	528	532	319	2.44432102985	0.93984962406	1.28943377687
65265	C8orf33	0	0	1	4	72	50	0	25	0	0	528	532	319	2.72841193894	0.0	1.44806148065
65266	WNK4	0	0	5	1	30	30	0	17	0	0	528	532	319	1.6924413306	0.0	0.759105822858
65267	WNK3	2	2	31	0	28	45	3	14	0	0	528	532	319	1.31578947368	10.2840909091	-2.966413687
65268	WNK2	0	0	7	1	12	149	0	17	0	20	528	532	319	1.6924413306	0.0	0.759105822858
65944	OR2B8P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
65975	STK33	0	0	7	0	34	18	0	20	0	0	528	532	319	1.87969924812	0.0	0.910501849161
65977	PLEKHA3	0	0	5	4	77	18	0	16	6	0	528	532	319	1.88254727728	0.563909774436	0.912686096423
65979	PHACTR4	1	1	8	0	9	97	1	8	29	0	528	532	319	0.751879699248	7.82026087947	-2.96721673582
65980	BRD9	0	0	3	4	165	7	0	51	4	302	528	532	319	5.17202096149	0.375939849624	2.37072812221
65981	CAPRIN2	0	0	18	0	121	3	0	40	2	0	528	532	319	3.75939849624	0.187969924812	1.91050184916
65982	ZSCAN18	0	0	4	1	55	5	1	19	19	0	528	532	319	1.88041125541	1.88041125541	0.0
65983	GRAMD3	0	0	1	69	235	7	1	24	2	4	528	532	319	8.78973000684	0.282666894509	3.13581885095
65985	AACS	0	0	6	1	121	6	0	20	2	238	528	532	319	1.97439621782	0.187969924812	0.981411535955
65986	ZBTB10	0	0	0	3	64	66	1	19	2	213	528	532	319	2.06980519481	0.282666894509	1.04949499105
65987	KCTD14	0	0	0	0	32	20	0	12	5	0	528	532	319	1.12781954887	0.46992481203	0.173536254995
65988	ZNF747	0	0	0	1	108	12	0	38	17	0	528	532	319	3.66612554113	1.5977443609	1.19821959419
65989	DLK2	0	0	0	1	12	99	0	37	3	0	528	532	319	3.57214057872	0.281954887218	1.83678885768
65990	FAM173A	0	0	0	1	110	16	0	22	0	177	528	532	319	2.16236614263	0.0	1.11261082808
65991	FUNDC2	0	0	2	8	29	58	1	20	3	0	528	532	319	2.6372750057	0.376651856915	1.39904801818
65992	DDRGK1	0	0	0	1	111	9	0	27	6	0	528	532	319	2.63229095466	0.563909774436	1.3963189631
65993	MRPS34	0	0	0	2	109	12	0	18	1	3	528	532	319	1.8811232627	0.093984962406	0.911594386162
65996	CENPBD1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
65997	RASL11B	0	0	1	2	12	63	0	20	1	71	528	532	319	2.06909318751	0.093984962406	1.04899862255
65998	C11orf95	0	0	0	1	33	18	0	17	1	0	528	532	319	1.6924413306	0.093984962406	0.759105822858
65999	LRRC61	1	1	2	5	170	6	0	30	1	0	528	532	319	3.29303372067	5.09398496241	-0.629377415534
66000	TMEM108	0	0	0	3	67	99	0	18	1	263	528	532	319	1.9758202324	0.093984962406	0.98245169104
66002	CYP4F12	0	0	10	0	49	12	1	23	2	0	528	532	319	2.16165413534	0.282666894509	1.11213571033
66004	LYNX1	0	0	2	4	74	50	0	25	0	6	528	532	319	2.72841193894	0.0	1.44806148065
66005	CHID1	0	0	0	0	34	19	0	21	3	0	528	532	319	1.97368421053	0.281954887218	0.980891177052
66008	TRAK2	0	1	10	5	73	22	1	11	2	206	528	532	319	1.50731943495	5.28266689451	-1.80928125281
66035	SLC2A11	0	0	6	0	40	41	0	16	5	0	528	532	319	1.5037593985	0.46992481203	0.588573754274
66036	MTMR9	0	0	10	0	20	145	5	14	18	0	528	532	319	1.31578947368	2.16521417179	-0.718581059615
66037	BOLL	0	0	0	6	73	21	1	15	1	0	528	532	319	1.97795625427	0.188681932103	0.984010518896
78986	DUSP26	0	0	1	1	23	137	6	10	0	0	528	532	319	1.03454659376	0.568181818182	0.0489986225479
78987	CRELD1	1	1	4	0	7	407	56	2	7	127	528	532	319	0.187969924812	10.9609250399	-3.4542976536
78988	MRPL57	0	0	0	0	20	78	1	13	1	0	528	532	319	1.22180451128	0.188681932103	0.289013472415
78989	COLEC11	0	0	1	0	77	14	0	12	5	28	528	532	319	1.12781954887	0.46992481203	0.173536254995
78990	OTUB2	0	0	0	0	15	226	1	4	3	3	528	532	319	0.375939849624	0.376651856915	0.0
78991	PCYOX1L	0	0	2	79	244	3	0	18	2	0	528	532	319	9.17278992937	0.187969924812	3.19736060024
78992	YIPF2	0	0	1	0	48	13	0	14	0	0	528	532	319	1.31578947368	0.0	0.395928676331
78994	PRR14	0	0	2	1	108	12	0	29	7	0	528	532	319	2.82026087947	0.657894736842	1.49582862082
78995	C17orf53	0	0	5	1	30	30	0	20	2	311	528	532	319	1.97439621782	0.187969924812	0.981411535955
78996	C7orf49	0	0	0	3	168	7	0	49	5	9	528	532	319	4.88935406699	0.46992481203	2.28964388319
78997	GDAP1L1	0	0	0	0	119	0	0	13	0	10	528	532	319	1.22180451128	0.0	0.289013472415
78998	RHPN1-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
78999	LRFN4	0	0	2	1	33	18	0	23	1	0	528	532	319	2.25635110504	0.093984962406	1.1739915793
79000	AUNIP	0	0	0	0	9	99	0	15	0	0	528	532	319	1.40977443609	0.0	0.495464349882
79001	VKORC1	0	0	0	2	106	12	0	30	4	0	528	532	319	3.00894281157	0.375939849624	1.58925668685
79002	C19orf43	0	0	0	1	47	12	0	13	1	0	528	532	319	1.31650148098	0.093984962406	0.396709144319
79003	MIS12	0	0	3	0	26	49	0	16	1	0	528	532	319	1.5037593985	0.093984962406	0.588573754274
79004	CUEDC2	0	0	1	0	11	96	0	22	11	292	528	532	319	2.06766917293	1.03383458647	1.0
79005	SCNM1	0	0	1	2	61	33	0	22	4	263	528	532	319	2.25706311233	0.375939849624	1.17444675994
79006	METRN	0	0	0	1	110	16	0	10	0	31	528	532	319	1.03454659376	0.0	0.0489986225479
79007	DBNDD1	0	0	0	1	98	22	0	24	2	10	528	532	319	2.35033606744	0.187969924812	1.23286705814
79008	SLX1B	0	0	0	1	107	12	0	23	0	0	528	532	319	2.25635110504	0.0	1.1739915793
79009	DDX50	0	0	0	0	12	89	0	15	23	0	528	532	319	1.40977443609	2.16165413534	-0.616671360448
79012	CAMKV	0	0	2	0	6	409	54	21	1	0	528	532	319	1.97368421053	5.20762132604	-1.3997333692
79015	LINC01260	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79016	DDA1	1	1	4	0	50	11	0	27	3	0	528	532	319	2.53759398496	5.28195488722	-1.05761072317
79017	GGCT	0	0	4	0	172	2	0	45	1	0	528	532	319	4.22932330827	0.093984962406	2.0804268506
79018	GID4	0	0	2	0	26	45	0	11	20	273	528	532	319	1.03383458647	1.87969924812	-0.86249647625
79019	CENPM	0	0	0	0	41	38	0	19	0	16	528	532	319	1.78571428571	0.0	0.836501267717
79020	C7orf25	0	1	2	0	173	2	0	46	2	0	528	532	319	4.32330827068	5.18796992481	-0.263034405834
79022	TMEM106C	0	0	0	0	120	5	0	7	0	0	528	532	319	0.657894736842	0.0	0.0
79023	NUP37	0	0	3	0	122	6	0	33	3	0	528	532	319	3.1015037594	0.281954887218	1.63296787363
79024	SMIM2	0	0	0	0	20	81	1	0	0	0	528	532	319	0.0	0.094696969697	0.0
79025	C20orf195	0	0	0	1	119	0	1	19	2	2	528	532	319	1.88041125541	0.282666894509	0.911048221082
79026	AHNAK	1	3	35	0	32	18	1	27	5	3	528	532	319	2.53759398496	15.5646217817	-2.61673735838
79027	ZNF655	0	0	2	3	172	1	0	42	3	0	528	532	319	4.23145933014	0.281954887218	2.08115530053
79029	SPATA5L1	0	0	4	1	25	37	1	12	9	0	528	532	319	1.22251651857	0.940561631351	0.289853958917
79031	PDCL3	0	0	2	0	76	14	1	35	4	0	528	532	319	3.28947368421	0.470636819321	1.71785677122
79033	ERI3	0	0	0	0	16	78	0	15	2	46	528	532	319	1.40977443609	0.187969924812	0.495464349882
79034	C7orf26	0	0	5	1	174	2	0	24	7	317	528	532	319	2.35033606744	0.657894736842	1.23286705814
79035	NABP2	0	0	0	0	121	4	0	37	3	0	528	532	319	3.47744360902	0.281954887218	1.7980271199
79036	KXD1	0	0	0	1	49	12	0	24	4	0	528	532	319	2.35033606744	0.375939849624	1.23286705814
79037	PVRIG	0	0	0	3	172	1	0	29	1	223	528	532	319	3.00965481887	0.093984962406	1.58959803195
79038	ZFYVE21	0	0	0	0	15	226	2	13	14	0	528	532	319	1.22180451128	1.50518341308	-0.300925823883
79039	DDX54	0	0	3	0	121	6	0	35	9	0	528	532	319	3.28947368421	0.845864661654	1.71785677122
79041	TMEM38A	0	0	4	0	51	11	0	16	0	0	528	532	319	1.5037593985	0.0	0.588573754274
79042	TSEN34	0	0	2	0	57	6	1	32	6	0	528	532	319	3.00751879699	0.658606744133	1.58857375427
79047	KCTD15	0	0	1	1	57	4	0	23	3	141	528	532	319	2.25635110504	0.281954887218	1.1739915793
79048	SECISBP2	0	0	4	1	13	148	0	10	25	0	528	532	319	1.03454659376	2.34962406015	-1.1834313215
79050	NOC4L	0	0	0	0	120	8	0	21	4	305	528	532	319	1.97368421053	0.375939849624	0.980891177052
79053	ALG8	0	0	4	0	32	20	0	21	1	0	528	532	319	1.97368421053	0.093984962406	0.980891177052
79054	TRPM8	0	0	9	4	68	43	4	12	0	163	528	532	319	1.50660742766	0.378787878788	0.591303547029
79055	PSMA2P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79056	PRRG4	0	0	1	1	32	17	0	28	6	47	528	532	319	2.72627591707	0.563909774436	1.44693157977
79057	PRRG3	0	0	3	6	29	49	0	30	0	0	528	532	319	3.38773069036	0.0	1.76031919134
79058	ASPSCR1	0	0	1	3	41	27	0	18	0	318	528	532	319	1.9758202324	0.0	0.98245169104
79064	TMEM223	0	0	1	0	33	18	0	8	0	0	528	532	319	0.751879699248	0.0	0.0
79065	ATG9A	0	0	3	3	69	42	2	25	6	319	528	532	319	2.63371496924	0.75330371383	1.39709922004
79066	METTL16	0	0	3	0	25	49	0	20	13	16	528	532	319	1.87969924812	1.22180451128	0.621488376746
79068	FTO	0	0	5	0	98	22	0	19	10	69	528	532	319	1.78571428571	0.93984962406	0.836501267717
79070	KDELC1	0	0	3	4	26	70	0	16	7	0	528	532	319	1.88254727728	0.657894736842	0.912686096423
79071	ELOVL6	0	0	3	1	11	73	1	13	0	0	528	532	319	1.31650148098	0.094696969697	0.396709144319
79072	FASTKD3	0	0	3	4	169	5	0	26	4	27	528	532	319	2.82239690134	0.375939849624	1.4969208821
79073	TMEM109	0	0	0	0	34	18	0	18	17	0	528	532	319	1.69172932331	1.5977443609	0.082462160192
79074	C2orf49	0	0	1	0	75	15	0	17	4	0	528	532	319	1.5977443609	0.375939849624	0.676036595524
79075	DSCC1	0	0	1	4	73	53	0	23	6	0	528	532	319	2.54044201413	0.563909774436	1.34507953484
79077	DCTPP1	0	0	0	1	107	12	0	10	1	0	528	532	319	1.03454659376	0.093984962406	0.0489986225479
79078	C1orf50	0	0	0	0	16	77	0	5	3	0	528	532	319	0.46992481203	0.281954887218	0.0
79080	CCDC86	0	0	2	0	34	18	0	24	5	0	528	532	319	2.25563909774	0.46992481203	1.17353625499
79081	C11orf48	0	0	7	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79083	MLPH	0	0	1	4	69	43	4	16	0	0	528	532	319	1.88254727728	0.378787878788	0.912686096423
79084	WDR77	0	0	3	0	20	64	0	25	1	27	528	532	319	2.34962406015	0.093984962406	1.23242994405
79085	SLC25A23	0	0	2	0	46	13	1	21	10	0	528	532	319	1.97368421053	1.03454659376	0.931892554504
79086	SMIM7	0	0	0	0	51	11	0	16	2	0	528	532	319	1.5037593985	0.187969924812	0.588573754274
79087	ALG12	0	0	1	0	41	39	1	25	5	0	528	532	319	2.34962406015	0.564621781727	1.23242994405
79088	ZNF426	0	0	3	0	46	14	1	22	5	0	528	532	319	2.06766917293	0.564621781727	1.04800537291
79089	TMUB2	0	0	1	1	30	30	0	29	16	0	528	532	319	2.82026087947	1.5037593985	0.907254866546
79090	TRAPPC6A	0	0	0	1	55	6	1	9	1	0	528	532	319	0.940561631351	0.188681932103	0.0
79091	METTL22	0	0	5	1	110	12	0	27	3	317	528	532	319	2.63229095466	0.281954887218	1.3963189631
79092	CARD14	0	0	5	3	40	27	0	32	1	210	528	532	319	3.29160970608	0.093984962406	1.71879328215
79094	CHAC1	0	0	2	0	26	39	1	11	0	311	528	532	319	1.03383458647	0.094696969697	0.0480053729108
79095	C9orf16	0	0	0	0	13	152	0	12	0	0	528	532	319	1.12781954887	0.0	0.173536254995
79096	C11orf49	0	0	4	0	34	16	0	22	3	0	528	532	319	2.06766917293	0.281954887218	1.04800537291
79097	TRIM48	0	0	2	0	33	18	0	8	3	0	528	532	319	0.751879699248	0.281954887218	0.0
79098	C1orf116	0	0	0	0	60	33	0	19	0	127	528	532	319	1.78571428571	0.0	0.836501267717
79100	LINC00626	0	0	0	2	59	33	0	6	0	0	528	532	319	0.75330371383	0.0	0.0
79101	TAF1D	0	0	2	2	30	24	1	10	3	0	528	532	319	1.12924356345	0.376651856915	0.175356690619
79102	RNF26	0	0	2	1	31	25	0	23	10	0	528	532	319	2.25635110504	0.93984962406	1.1739915793
79104	MEG8	0	0	0	0	15	227	2	20	0	0	528	532	319	1.87969924812	0.189393939394	0.910501849161
79109	MAPKAP1	0	0	2	0	13	152	0	17	2	0	528	532	319	1.5977443609	0.187969924812	0.676036595524
79132	DHX58	1	1	2	1	30	30	0	28	4	0	528	532	319	2.72627591707	5.37593984962	-0.979585416399
79133	NDUFAF5	0	0	4	1	111	9	0	11	0	0	528	532	319	1.12853155616	0.0	0.174446759942
79134	TMEM185B	0	0	0	0	74	14	0	34	3	0	528	532	319	3.1954887218	0.281954887218	1.67603659552
79135	APOO	0	0	2	1	28	49	2	24	0	0	528	532	319	2.35033606744	0.189393939394	1.23286705814
79136	LY6G6E	0	0	0	0	10	100	0	9	2	0	528	532	319	0.845864661654	0.187969924812	0.0
79137	FAM134A	0	0	5	3	69	42	2	37	20	0	528	532	319	3.76153451811	2.06909318751	0.86232270692
79139	DERL1	0	0	1	4	73	50	0	34	2	53	528	532	319	3.57427660059	0.187969924812	1.83765128375
79140	CCDC28B	0	0	1	0	10	88	0	26	0	0	528	532	319	2.44360902256	0.0	1.28901347241
79142	PHF23	0	0	4	0	26	51	1	22	5	0	528	532	319	2.06766917293	0.564621781727	1.04800537291
79143	MBOAT7	0	0	2	0	57	6	1	31	2	1	528	532	319	2.91353383459	0.282666894509	1.54277006466
79144	PPDPF	0	0	0	1	119	0	1	30	2	166	528	532	319	2.91424584188	0.282666894509	1.54312258636
79145	CHCHD7	0	0	0	2	59	78	1	17	1	0	528	532	319	1.7871383003	0.188681932103	0.837651283753
79147	FKRP	0	0	0	0	56	6	1	24	5	0	528	532	319	2.25563909774	0.564621781727	1.17353625499
79148	MMP28	0	0	1	1	29	32	0	17	2	6	528	532	319	1.6924413306	0.187969924812	0.759105822858
79149	ZSCAN5A	0	0	3	1	56	5	1	27	6	300	528	532	319	2.63229095466	0.658606744133	1.3963189631
79152	FA2H	0	0	2	0	98	20	0	9	0	308	528	532	319	0.845864661654	0.0	0.0
79153	GDPD3	0	0	2	1	107	12	0	12	4	305	528	532	319	1.22251651857	0.375939849624	0.289853958917
79154	DHRS11	0	0	1	2	29	31	0	25	0	9	528	532	319	2.53901799954	0.0	1.34427062254
79155	TNIP2	0	0	3	0	15	70	0	23	3	3	528	532	319	2.16165413534	0.281954887218	1.11213571033
79156	PLEKHF1	0	0	0	1	55	5	0	20	0	3	528	532	319	1.97439621782	0.0	0.981411535955
79157	MFSD11	0	0	4	3	39	27	0	11	7	0	528	532	319	1.31792549556	0.657894736842	0.398268814786
79158	GNPTAB	0	0	19	0	122	6	0	33	3	4	528	532	319	3.1015037594	0.281954887218	1.63296787363
79159	NOL12	0	0	0	0	41	41	0	24	2	0	528	532	319	2.25563909774	0.187969924812	1.17353625499
79161	TMEM243	0	0	2	3	171	2	0	36	4	8	528	532	319	3.66754955571	0.375939849624	1.87481645964
79165	LENG1	0	0	3	0	57	6	1	23	4	0	528	532	319	2.16165413534	0.470636819321	1.11213571033
79166	LILRP2	0	0	0	0	0	0	0	0	0	284	528	532	319	0.0	0.0	0.0
79167	LILRP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79168	LILRA6	0	0	3	0	57	6	1	19	0	111	528	532	319	1.78571428571	0.094696969697	0.836501267717
79169	C1orf35	0	0	0	1	56	41	0	23	9	0	528	532	319	2.25635110504	0.845864661654	1.1739915793
79170	PRR15L	0	0	0	2	33	29	0	21	0	11	528	532	319	2.16307814992	0.0	1.11308578942
79171	RBM42	0	0	2	1	58	4	0	23	4	0	528	532	319	2.25635110504	0.375939849624	1.1739915793
79172	CENPO	0	0	4	0	77	14	0	23	2	0	528	532	319	2.16165413534	0.187969924812	1.11213571033
79173	C19orf57	0	0	3	0	48	12	0	23	0	1	528	532	319	2.16165413534	0.0	1.11213571033
79174	CRELD2	0	0	3	0	41	39	1	17	2	25	528	532	319	1.5977443609	0.282666894509	0.676036595524
79175	ZNF343	0	0	6	1	111	9	0	26	5	0	528	532	319	2.53830599225	0.46992481203	1.34386599625
79176	FBXL15	0	0	0	0	11	96	0	7	0	0	528	532	319	0.657894736842	0.0	0.0
79177	ZNF576	0	0	0	1	56	6	0	15	3	0	528	532	319	1.50447140579	0.281954887218	0.58925668685
79178	THTPA	0	0	0	0	17	206	0	7	17	0	528	532	319	0.657894736842	1.5977443609	-0.676036595524
79180	EFHD2	0	0	1	0	7	99	0	19	8	88	528	532	319	1.78571428571	0.751879699248	0.836501267717
79183	TTPAL	0	0	8	0	119	0	0	42	1	240	528	532	319	3.94736842105	0.093984962406	1.98089117705
79184	BRCC3	0	0	6	8	29	58	1	33	2	0	528	532	319	3.85907951697	0.282666894509	1.94825677116
79187	FSD1	0	0	2	0	46	14	2	9	3	275	528	532	319	0.845864661654	0.471348826612	0.0
79188	TMEM43	0	0	0	0	7	407	55	3	0	0	528	532	319	0.281954887218	5.20833333333	-2.38082178394
79190	IRX6	0	1	4	0	98	22	0	20	0	39	528	532	319	1.87969924812	5.0	-1.41142624573
79191	IRX3	0	0	0	0	98	22	0	22	8	1	528	532	319	2.06766917293	0.751879699248	1.04800537291
79192	IRX1	0	0	3	3	167	5	0	6	2	3	528	532	319	0.848000683527	0.187969924812	0.0
79228	THOC6	0	0	1	1	110	12	0	37	3	0	528	532	319	3.57214057872	0.281954887218	1.83678885768
79230	ZNF557	0	0	3	0	47	12	1	5	2	0	528	532	319	0.46992481203	0.282666894509	0.0
79231	ZNF33AP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79232	ZNF37C	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79258	MMEL1	0	0	11	0	9	100	0	13	4	0	528	532	319	1.22180451128	0.375939849624	0.289013472415
79269	DCAF10	0	0	0	0	14	145	0	12	12	0	528	532	319	1.12781954887	1.12781954887	0.0
79272	OR52X1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79273	OR7E94P	0	0	0	0	13	66	0	0	0	0	528	532	319	0.0	0.0	0.0
79274	OR52L2P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79282	OR7E93P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79283	OR5P1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79290	OR13A1	0	0	3	0	13	77	0	10	1	284	528	532	319	0.93984962406	0.093984962406	0.0
79291	OR5H7P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79294	OR4C7P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79295	OR5H6	0	0	11	2	56	154	1	11	0	0	528	532	319	1.22322852586	0.094696969697	0.290693956054
79296	OR52E1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79297	OR5H5P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79299	OR5H4P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79300	OR51P1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79301	OR9L1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79302	OR52J1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79306	OR4K7P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79308	OR4P1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79309	OR5H3P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79310	OR5H2	0	0	1	2	56	155	1	14	0	0	528	532	319	1.50518341308	0.094696969697	0.589939296298
79312	OR1AA1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79313	OR2AD1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79314	OR4K6P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79315	OR7E91P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79316	OR8B9P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79317	OR4K5	0	0	6	0	17	206	0	11	1	0	528	532	319	1.03383458647	0.093984962406	0.0480053729108
79318	OR4K4P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79321	OR6M3P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79322	OR4N1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79323	OR6E1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79324	OR51G1	0	0	7	0	35	17	1	14	1	0	528	532	319	1.31578947368	0.188681932103	0.395928676331
79331	OR2AF1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79334	OR11H2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79336	OR5AH1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79339	OR51B4	0	0	0	0	35	17	0	16	2	0	528	532	319	1.5037593985	0.187969924812	0.588573754274
79342	OR51B3P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79345	OR51B2	0	0	1	0	35	17	0	21	1	0	528	532	319	1.97368421053	0.093984962406	0.980891177052
79346	OR4C5	0	0	0	0	33	17	0	0	0	0	528	532	319	0.0	0.0	0.0
79363	RSG1	0	0	0	0	7	99	0	16	5	0	528	532	319	1.5037593985	0.46992481203	0.588573754274
79364	ZXDC	1	1	3	1	65	109	0	11	27	0	528	532	319	1.12853155616	7.53759398496	-2.7396573259
79365	BHLHE41	0	0	5	0	121	4	0	25	6	16	528	532	319	2.34962406015	0.563909774436	1.23242994405
79366	HMGN5	0	0	4	0	23	48	4	17	1	0	528	532	319	1.5977443609	0.472772841194	0.676036595524
79368	FCRL2	0	0	6	2	61	34	0	5	1	191	528	532	319	0.659318751424	0.093984962406	0.0
79369	B3GNT4	0	0	0	0	121	6	0	36	1	0	528	532	319	3.38345864662	0.093984962406	1.75849875572
79370	BCL2L14	0	0	1	0	121	6	0	21	0	212	528	532	319	1.97368421053	0.0	0.980891177052
79400	NOX5	0	0	0	1	26	35	0	4	1	229	528	532	319	0.470636819321	0.093984962406	0.0
79411	GLB1L	0	0	2	3	69	42	2	21	9	65	528	532	319	2.25777511962	1.03525860105	1.12491060818
79412	KREMEN2	0	0	1	1	110	12	0	14	1	0	528	532	319	1.41048644338	0.093984962406	0.496192799805
79413	ZBED2	0	0	0	1	58	140	1	25	0	114	528	532	319	2.44432102985	0.094696969697	1.28943377687
79414	LRFN3	1	1	2	1	58	4	0	22	0	0	528	532	319	2.16236614263	5.0	-1.2093172668
79415	C17orf62	0	0	0	3	41	27	0	25	11	35	528	532	319	2.63371496924	1.03383458647	1.34909384713
79441	HAUS3	0	0	7	0	15	70	0	14	3	0	528	532	319	1.31578947368	0.281954887218	0.395928676331
79442	LRRC2	0	0	5	0	6	410	56	2	0	205	528	532	319	0.187969924812	5.30303030303	-2.40681699247
79443	FYCO1	0	0	12	0	6	410	56	5	1	33	528	532	319	0.46992481203	5.39701526544	-2.43216176797
79444	BIRC7	0	0	0	1	119	0	0	26	0	37	528	532	319	2.53830599225	0.0	1.34386599625
79446	WDR25	1	1	1	0	15	227	2	5	8	23	528	532	319	0.46992481203	5.94127363864	-2.57077223661
79447	PAGR1	0	1	3	1	107	12	0	32	1	0	528	532	319	3.10221576669	5.09398496241	-0.71549566791
79465	ULBP3	0	0	4	0	8	151	1	22	5	12	528	532	319	2.06766917293	0.564621781727	1.04800537291
79469	DLEU2L	0	0	0	0	18	67	0	23	0	319	528	532	319	2.16165413534	0.0	1.11213571033
79470	OR51J1	0	0	0	0	35	17	0	0	0	0	528	532	319	0.0	0.0	0.0
79473	OR52N1	0	0	4	0	0	0	0	18	1	0	528	532	319	1.69172932331	0.093984962406	0.758498755716
79476	OR5AL2P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79482	OR5AL1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
79483	OR5BD1P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
